Plant,PlantProductMesh,element_code,PeriodKey,Rate,Qty,Cost,rate_fill_flag,Forecasted_Qty,MembrainProductMesh
EUF,ACCUCAST LD 40,R&M Labor,2026-11,0.017,0.0,707.2,carry_forward_all_zero_period,41600,ACCUCAST LD 30
EUF,ACCUCAST LD 40,R&M Labor,2026-12,0.017,0.0,8.5,carry_forward_all_zero_period,500,ACCUCAST LD 40
EUF,ACCUCAST LD 40,Supervision,2025-11,0.0,0.0,,original,,
EUF,ACCUCAST LD 40,Supervision,2025-12,0.0,0.0,,original,,
EUF,ACCUCAST LD 40,Supervision,2026-01,0.0,350.0,0.0,original,180000,ACCUCAST LD 30
EUF,ACCUCAST LD 40,Supervision,2026-02,0.0,0.0,0.0,original,41600,ACCUCAST LD 30
EUF,ACCUCAST LD 40,Supervision,2026-03,0.0,0.0,,original,,
EUF,ACCUCAST LD 40,Supervision,2026-04,0.0,0.0,0.0,original,42100,ACCUCAST LD 40
EUF,ACCUCAST LD 40,Supervision,2026-05,0.0,0.0,0.0,original,221600,ACCUCAST LD 30
EUF,ACCUCAST LD 40,Supervision,2026-06,0.0,0.0,0.0,original,500,ACCUCAST LD 40
EUF,ACCUCAST LD 40,Supervision,2026-07,0.0,0.0,0.0,original,41600,ACCUCAST LD 40
EUF,ACCUCAST LD 40,Supervision,2026-08,0.0,0.0,0.0,original,41600,ACCUCAST LD 30
EUF,ACCUCAST LD 40,Supervision,2026-09,0.0,0.0,0.0,original,180000,ACCUCAST LD 30
EUF,ACCUCAST LD 40,Supervision,2026-10,0.0,0.0,0.0,original,42100,ACCUCAST LD 40
EUF,ACCUCAST LD 40,Supervision,2026-11,0.0,0.0,0.0,original,41600,ACCUCAST LD 30
EUF,ACCUCAST LD 40,Supervision,2026-12,0.0,0.0,0.0,original,500,ACCUCAST LD 40
MCI,BAUXITE PELLET,Depreciation,2025-11,0.005,0.0,,carry_back_all_zero_period,,
MCI,BAUXITE PELLET,Depreciation,2025-12,0.005,0.0,,carry_back_all_zero_period,,
MCI,BAUXITE PELLET,Depreciation,2026-01,0.005,0.0,2384.0,carry_back_all_zero_period,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,Depreciation,2026-02,0.005,0.0,3240.0,carry_back_all_zero_period,648000,CARBOBEAD SCOUR 16/20
MCI,BAUXITE PELLET,Depreciation,2026-03,0.005,0.0,2384.0,carry_back_all_zero_period,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,Depreciation,2026-04,0.005,12000.0,2384.0,original,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,Depreciation,2026-05,0.005,0.0,2384.0,carry_forward_all_zero_period,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,Depreciation,2026-06,0.005,0.0,2384.0,carry_forward_all_zero_period,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,Depreciation,2026-07,0.005,0.0,4810.5,carry_forward_all_zero_period,962100,"FUSION CARBOLITE, FUSION ACTIVATOR 20/40"
MCI,BAUXITE PELLET,Depreciation,2026-08,0.007,6000.0,4536.0,original,648000,CARBOBEAD SCOUR 16/20
MCI,BAUXITE PELLET,Depreciation,2026-09,0.007,0.0,3337.6,carry_forward_all_zero_period,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,Depreciation,2026-10,0.007,6400.0,3337.6,original,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,Depreciation,2026-11,0.007,0.0,3337.6,carry_forward_all_zero_period,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,Depreciation,2026-12,0.007,0.0,3337.6,carry_forward_all_zero_period,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,Electricity,2025-11,0.008,0.0,,carry_back_all_zero_period,,
MCI,BAUXITE PELLET,Electricity,2025-12,0.008,0.0,,carry_back_all_zero_period,,
MCI,BAUXITE PELLET,Electricity,2026-01,0.008,0.0,3814.4,carry_back_all_zero_period,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,Electricity,2026-02,0.008,0.0,5184.0,carry_back_all_zero_period,648000,CARBOBEAD SCOUR 16/20
MCI,BAUXITE PELLET,Electricity,2026-03,0.008,0.0,3814.4,carry_back_all_zero_period,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,Electricity,2026-04,0.008,12000.0,3814.4,original,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,Electricity,2026-05,0.008,0.0,3814.4,carry_forward_all_zero_period,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,Electricity,2026-06,0.008,0.0,3814.4,carry_forward_all_zero_period,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,Electricity,2026-07,0.008,0.0,7696.8,carry_forward_all_zero_period,962100,"FUSION CARBOLITE, FUSION ACTIVATOR 20/40"
MCI,BAUXITE PELLET,Electricity,2026-08,0.008,6000.0,5184.0,original,648000,CARBOBEAD SCOUR 16/20
MCI,BAUXITE PELLET,Electricity,2026-09,0.008,0.0,3814.4,carry_forward_all_zero_period,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,Electricity,2026-10,0.008,6400.0,3814.4,original,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,Electricity,2026-11,0.008,0.0,3814.4,carry_forward_all_zero_period,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,Electricity,2026-12,0.008,0.0,3814.4,carry_forward_all_zero_period,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,Gas,2025-11,0.005,0.0,,carry_back_all_zero_period,,
MCI,BAUXITE PELLET,Gas,2025-12,0.005,0.0,,carry_back_all_zero_period,,
MCI,BAUXITE PELLET,Gas,2026-01,0.005,0.0,2384.0,carry_back_all_zero_period,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,Gas,2026-02,0.005,0.0,3240.0,carry_back_all_zero_period,648000,CARBOBEAD SCOUR 16/20
MCI,BAUXITE PELLET,Gas,2026-03,0.005,0.0,2384.0,carry_back_all_zero_period,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,Gas,2026-04,0.005,12000.0,2384.0,original,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,Gas,2026-05,0.005,0.0,2384.0,carry_forward_all_zero_period,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,Gas,2026-06,0.005,0.0,2384.0,carry_forward_all_zero_period,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,Gas,2026-07,0.005,0.0,4810.5,carry_forward_all_zero_period,962100,"FUSION CARBOLITE, FUSION ACTIVATOR 20/40"
MCI,BAUXITE PELLET,Gas,2026-08,0.005,6000.0,3240.0,original,648000,CARBOBEAD SCOUR 16/20
MCI,BAUXITE PELLET,Gas,2026-09,0.005,0.0,2384.0,carry_forward_all_zero_period,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,Gas,2026-10,0.005,6400.0,2384.0,original,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,Gas,2026-11,0.005,0.0,2384.0,carry_forward_all_zero_period,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,Gas,2026-12,0.005,0.0,2384.0,carry_forward_all_zero_period,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,Indirect Labor,2025-11,0.011,0.0,,carry_back_all_zero_period,,
MCI,BAUXITE PELLET,Indirect Labor,2025-12,0.011,0.0,,carry_back_all_zero_period,,
MCI,BAUXITE PELLET,Indirect Labor,2026-01,0.011,0.0,5244.799999999999,carry_back_all_zero_period,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,Indirect Labor,2026-02,0.011,0.0,7128.0,carry_back_all_zero_period,648000,CARBOBEAD SCOUR 16/20
MCI,BAUXITE PELLET,Indirect Labor,2026-03,0.011,0.0,5244.799999999999,carry_back_all_zero_period,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,Indirect Labor,2026-04,0.011,12000.0,5244.799999999999,original,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,Indirect Labor,2026-05,0.011,0.0,5244.799999999999,carry_forward_all_zero_period,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,Indirect Labor,2026-06,0.011,0.0,5244.799999999999,carry_forward_all_zero_period,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,Indirect Labor,2026-07,0.011,0.0,10583.099999999999,carry_forward_all_zero_period,962100,"FUSION CARBOLITE, FUSION ACTIVATOR 20/40"
MCI,BAUXITE PELLET,Indirect Labor,2026-08,0.011,6000.0,7128.0,original,648000,CARBOBEAD SCOUR 16/20
MCI,BAUXITE PELLET,Indirect Labor,2026-09,0.011,0.0,5244.799999999999,carry_forward_all_zero_period,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,Indirect Labor,2026-10,0.011,6400.0,5244.799999999999,original,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,Indirect Labor,2026-11,0.011,0.0,5244.799999999999,carry_forward_all_zero_period,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,Indirect Labor,2026-12,0.011,0.0,5244.799999999999,carry_forward_all_zero_period,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,Insurance & Taxes,2025-11,0.004,0.0,,carry_back_all_zero_period,,
MCI,BAUXITE PELLET,Insurance & Taxes,2025-12,0.004,0.0,,carry_back_all_zero_period,,
MCI,BAUXITE PELLET,Insurance & Taxes,2026-01,0.004,0.0,1907.2,carry_back_all_zero_period,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,Insurance & Taxes,2026-02,0.004,0.0,2592.0,carry_back_all_zero_period,648000,CARBOBEAD SCOUR 16/20
MCI,BAUXITE PELLET,Insurance & Taxes,2026-03,0.004,0.0,1907.2,carry_back_all_zero_period,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,Insurance & Taxes,2026-04,0.004,12000.0,1907.2,original,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,Insurance & Taxes,2026-05,0.004,0.0,1907.2,carry_forward_all_zero_period,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,Insurance & Taxes,2026-06,0.004,0.0,1907.2,carry_forward_all_zero_period,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,Insurance & Taxes,2026-07,0.004,0.0,3848.4,carry_forward_all_zero_period,962100,"FUSION CARBOLITE, FUSION ACTIVATOR 20/40"
MCI,BAUXITE PELLET,Insurance & Taxes,2026-08,0.005,6000.0,3240.0,original,648000,CARBOBEAD SCOUR 16/20
MCI,BAUXITE PELLET,Insurance & Taxes,2026-09,0.005,0.0,2384.0,carry_forward_all_zero_period,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,Insurance & Taxes,2026-10,0.006,6400.0,2860.8,original,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,Insurance & Taxes,2026-11,0.006,0.0,2860.8,carry_forward_all_zero_period,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,Insurance & Taxes,2026-12,0.006,0.0,2860.8,carry_forward_all_zero_period,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,Manufacturing,2025-11,0.001,0.0,,carry_back_all_zero_period,,
MCI,BAUXITE PELLET,Manufacturing,2025-12,0.001,0.0,,carry_back_all_zero_period,,
MCI,BAUXITE PELLET,Manufacturing,2026-01,0.001,0.0,476.8,carry_back_all_zero_period,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,Manufacturing,2026-02,0.001,0.0,648.0,carry_back_all_zero_period,648000,CARBOBEAD SCOUR 16/20
MCI,BAUXITE PELLET,Manufacturing,2026-03,0.001,0.0,476.8,carry_back_all_zero_period,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,Manufacturing,2026-04,0.001,12000.0,476.8,original,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,Manufacturing,2026-05,0.001,0.0,476.8,carry_forward_all_zero_period,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,Manufacturing,2026-06,0.001,0.0,476.8,carry_forward_all_zero_period,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,Manufacturing,2026-07,0.001,0.0,962.1,carry_forward_all_zero_period,962100,"FUSION CARBOLITE, FUSION ACTIVATOR 20/40"
MCI,BAUXITE PELLET,Manufacturing,2026-08,0.002,6000.0,1296.0,original,648000,CARBOBEAD SCOUR 16/20
MCI,BAUXITE PELLET,Manufacturing,2026-09,0.002,0.0,953.6,carry_forward_all_zero_period,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,Manufacturing,2026-10,0.002,6400.0,953.6,original,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,Manufacturing,2026-11,0.002,0.0,953.6,carry_forward_all_zero_period,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,Manufacturing,2026-12,0.002,0.0,953.6,carry_forward_all_zero_period,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,Materials,2025-11,0.105,0.0,,carry_back_all_zero_period,,
MCI,BAUXITE PELLET,Materials,2025-12,0.105,0.0,,carry_back_all_zero_period,,
MCI,BAUXITE PELLET,Materials,2026-01,0.105,0.0,50064.0,carry_back_all_zero_period,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,Materials,2026-02,0.105,0.0,68040.0,carry_back_all_zero_period,648000,CARBOBEAD SCOUR 16/20
MCI,BAUXITE PELLET,Materials,2026-03,0.105,0.0,50064.0,carry_back_all_zero_period,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,Materials,2026-04,0.105,12000.0,50064.0,original,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,Materials,2026-05,0.105,0.0,50064.0,carry_forward_all_zero_period,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,Materials,2026-06,0.105,0.0,50064.0,carry_forward_all_zero_period,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,Materials,2026-07,0.105,0.0,101020.5,carry_forward_all_zero_period,962100,"FUSION CARBOLITE, FUSION ACTIVATOR 20/40"
MCI,BAUXITE PELLET,Materials,2026-08,0.105,6000.0,68040.0,original,648000,CARBOBEAD SCOUR 16/20
MCI,BAUXITE PELLET,Materials,2026-09,0.105,0.0,50064.0,carry_forward_all_zero_period,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,Materials,2026-10,0.105,6400.0,50064.0,original,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,Materials,2026-11,0.105,0.0,50064.0,carry_forward_all_zero_period,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,Materials,2026-12,0.105,0.0,50064.0,carry_forward_all_zero_period,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,Other,2025-11,0.006,0.0,,carry_back_all_zero_period,,
MCI,BAUXITE PELLET,Other,2025-12,0.006,0.0,,carry_back_all_zero_period,,
MCI,BAUXITE PELLET,Other,2026-01,0.006,0.0,2860.8,carry_back_all_zero_period,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,Other,2026-02,0.006,0.0,3888.0,carry_back_all_zero_period,648000,CARBOBEAD SCOUR 16/20
MCI,BAUXITE PELLET,Other,2026-03,0.006,0.0,2860.8,carry_back_all_zero_period,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,Other,2026-04,0.006,12000.0,2860.8,original,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,Other,2026-05,0.006,0.0,2860.8,carry_forward_all_zero_period,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,Other,2026-06,0.006,0.0,2860.8,carry_forward_all_zero_period,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,Other,2026-07,0.006,0.0,5772.6,carry_forward_all_zero_period,962100,"FUSION CARBOLITE, FUSION ACTIVATOR 20/40"
MCI,BAUXITE PELLET,Other,2026-08,0.008,6000.0,5184.0,original,648000,CARBOBEAD SCOUR 16/20
MCI,BAUXITE PELLET,Other,2026-09,0.008,0.0,3814.4,carry_forward_all_zero_period,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,Other,2026-10,0.008,6400.0,3814.4,original,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,Other,2026-11,0.008,0.0,3814.4,carry_forward_all_zero_period,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,Other,2026-12,0.008,0.0,3814.4,carry_forward_all_zero_period,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,Production Labor,2025-11,0.027,0.0,,carry_back_all_zero_period,,
MCI,BAUXITE PELLET,Production Labor,2025-12,0.027,0.0,,carry_back_all_zero_period,,
MCI,BAUXITE PELLET,Production Labor,2026-01,0.027,0.0,12873.6,carry_back_all_zero_period,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,Production Labor,2026-02,0.027,0.0,17496.0,carry_back_all_zero_period,648000,CARBOBEAD SCOUR 16/20
MCI,BAUXITE PELLET,Production Labor,2026-03,0.027,0.0,12873.6,carry_back_all_zero_period,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,Production Labor,2026-04,0.027,12000.0,12873.6,original,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,Production Labor,2026-05,0.027,0.0,12873.6,carry_forward_all_zero_period,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,Production Labor,2026-06,0.027,0.0,12873.6,carry_forward_all_zero_period,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,Production Labor,2026-07,0.027,0.0,25976.7,carry_forward_all_zero_period,962100,"FUSION CARBOLITE, FUSION ACTIVATOR 20/40"
MCI,BAUXITE PELLET,Production Labor,2026-08,0.027,6000.0,17496.0,original,648000,CARBOBEAD SCOUR 16/20
MCI,BAUXITE PELLET,Production Labor,2026-09,0.027,0.0,12873.6,carry_forward_all_zero_period,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,Production Labor,2026-10,0.027,6400.0,12873.6,original,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,Production Labor,2026-11,0.027,0.0,12873.6,carry_forward_all_zero_period,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,Production Labor,2026-12,0.027,0.0,12873.6,carry_forward_all_zero_period,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,R&M,2025-11,0.035,0.0,,carry_back_all_zero_period,,
MCI,BAUXITE PELLET,R&M,2025-12,0.035,0.0,,carry_back_all_zero_period,,
MCI,BAUXITE PELLET,R&M,2026-01,0.035,0.0,16688.0,carry_back_all_zero_period,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,R&M,2026-02,0.035,0.0,22680.000000000004,carry_back_all_zero_period,648000,CARBOBEAD SCOUR 16/20
MCI,BAUXITE PELLET,R&M,2026-03,0.035,0.0,16688.0,carry_back_all_zero_period,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,R&M,2026-04,0.035,12000.0,16688.0,original,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,R&M,2026-05,0.035,0.0,16688.0,carry_forward_all_zero_period,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,R&M,2026-06,0.035,0.0,16688.0,carry_forward_all_zero_period,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,R&M,2026-07,0.035,0.0,33673.5,carry_forward_all_zero_period,962100,"FUSION CARBOLITE, FUSION ACTIVATOR 20/40"
MCI,BAUXITE PELLET,R&M,2026-08,0.035,6000.0,22680.000000000004,original,648000,CARBOBEAD SCOUR 16/20
MCI,BAUXITE PELLET,R&M,2026-09,0.035,0.0,16688.0,carry_forward_all_zero_period,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,R&M,2026-10,0.035,6400.0,16688.0,original,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,R&M,2026-11,0.035,0.0,16688.0,carry_forward_all_zero_period,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,R&M,2026-12,0.035,0.0,16688.0,carry_forward_all_zero_period,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,R&M Labor,2025-11,0.01,0.0,,carry_back_all_zero_period,,
MCI,BAUXITE PELLET,R&M Labor,2025-12,0.01,0.0,,carry_back_all_zero_period,,
MCI,BAUXITE PELLET,R&M Labor,2026-01,0.01,0.0,4768.0,carry_back_all_zero_period,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,R&M Labor,2026-02,0.01,0.0,6480.0,carry_back_all_zero_period,648000,CARBOBEAD SCOUR 16/20
MCI,BAUXITE PELLET,R&M Labor,2026-03,0.01,0.0,4768.0,carry_back_all_zero_period,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,R&M Labor,2026-04,0.01,12000.0,4768.0,original,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,R&M Labor,2026-05,0.01,0.0,4768.0,carry_forward_all_zero_period,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,R&M Labor,2026-06,0.01,0.0,4768.0,carry_forward_all_zero_period,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,R&M Labor,2026-07,0.01,0.0,9621.0,carry_forward_all_zero_period,962100,"FUSION CARBOLITE, FUSION ACTIVATOR 20/40"
MCI,BAUXITE PELLET,R&M Labor,2026-08,0.01,6000.0,6480.0,original,648000,CARBOBEAD SCOUR 16/20
MCI,BAUXITE PELLET,R&M Labor,2026-09,0.01,0.0,4768.0,carry_forward_all_zero_period,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,R&M Labor,2026-10,0.01,6400.0,4768.0,original,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,R&M Labor,2026-11,0.01,0.0,4768.0,carry_forward_all_zero_period,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,R&M Labor,2026-12,0.01,0.0,4768.0,carry_forward_all_zero_period,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,Supervision,2025-11,0.001,0.0,,carry_back_all_zero_period,,
MCI,BAUXITE PELLET,Supervision,2025-12,0.001,0.0,,carry_back_all_zero_period,,
MCI,BAUXITE PELLET,Supervision,2026-01,0.001,0.0,476.8,carry_back_all_zero_period,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,Supervision,2026-02,0.001,0.0,648.0,carry_back_all_zero_period,648000,CARBOBEAD SCOUR 16/20
MCI,BAUXITE PELLET,Supervision,2026-03,0.001,0.0,476.8,carry_back_all_zero_period,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,Supervision,2026-04,0.001,12000.0,476.8,original,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,Supervision,2026-05,0.001,0.0,476.8,carry_forward_all_zero_period,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,Supervision,2026-06,0.001,0.0,476.8,carry_forward_all_zero_period,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,Supervision,2026-07,0.001,0.0,962.1,carry_forward_all_zero_period,962100,"FUSION CARBOLITE, FUSION ACTIVATOR 20/40"
MCI,BAUXITE PELLET,Supervision,2026-08,0.001,6000.0,648.0,original,648000,CARBOBEAD SCOUR 16/20
MCI,BAUXITE PELLET,Supervision,2026-09,0.001,0.0,476.8,carry_forward_all_zero_period,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,Supervision,2026-10,0.001,6400.0,476.8,original,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,Supervision,2026-11,0.001,0.0,476.8,carry_forward_all_zero_period,476800,UltraFill Coolscape
MCI,BAUXITE PELLET,Supervision,2026-12,0.001,0.0,476.8,carry_forward_all_zero_period,476800,UltraFill Coolscape
NI,CARBO AIR 30/50,Depreciation,2026-01,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Depreciation,2026-02,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Depreciation,2026-03,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Depreciation,2026-04,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Depreciation,2026-05,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Depreciation,2026-06,0.0,0.0,0.0,original,96000,CARBOAIR 30/50
NI,CARBO AIR 30/50,Depreciation,2026-07,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Depreciation,2026-08,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Depreciation,2026-09,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Depreciation,2026-10,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Depreciation,2026-11,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Depreciation,2026-12,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Electricity,2026-01,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Electricity,2026-02,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Electricity,2026-03,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Electricity,2026-04,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Electricity,2026-05,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Electricity,2026-06,0.0,0.0,0.0,original,96000,CARBOAIR 30/50
NI,CARBO AIR 30/50,Electricity,2026-07,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Electricity,2026-08,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Electricity,2026-09,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Electricity,2026-10,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Electricity,2026-11,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Electricity,2026-12,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Gas,2026-01,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Gas,2026-02,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Gas,2026-03,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Gas,2026-04,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Gas,2026-05,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Gas,2026-06,0.0,0.0,0.0,original,96000,CARBOAIR 30/50
NI,CARBO AIR 30/50,Gas,2026-07,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Gas,2026-08,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Gas,2026-09,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Gas,2026-10,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Gas,2026-11,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Gas,2026-12,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Indirect Labor,2026-01,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Indirect Labor,2026-02,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Indirect Labor,2026-03,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Indirect Labor,2026-04,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Indirect Labor,2026-05,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Indirect Labor,2026-06,0.0,0.0,0.0,original,96000,CARBOAIR 30/50
NI,CARBO AIR 30/50,Indirect Labor,2026-07,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Indirect Labor,2026-08,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Indirect Labor,2026-09,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Indirect Labor,2026-10,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Indirect Labor,2026-11,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Indirect Labor,2026-12,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Insurance & Taxes,2026-01,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Insurance & Taxes,2026-02,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Insurance & Taxes,2026-03,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Insurance & Taxes,2026-04,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Insurance & Taxes,2026-05,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Insurance & Taxes,2026-06,0.0,0.0,0.0,original,96000,CARBOAIR 30/50
NI,CARBO AIR 30/50,Insurance & Taxes,2026-07,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Insurance & Taxes,2026-08,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Insurance & Taxes,2026-09,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Insurance & Taxes,2026-10,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Insurance & Taxes,2026-11,0.0,0.0,,original,,
