Plant,PlantProductMesh,element_code,PeriodKey,Rate,Qty,Cost,rate_fill_flag,Forecasted_Qty,MembrainProductMesh
NI,CARBO AIR 30/50,Insurance & Taxes,2026-12,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Manuf.,2026-01,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Manuf.,2026-02,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Manuf.,2026-03,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Manuf.,2026-04,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Manuf.,2026-05,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Manuf.,2026-06,0.0,0.0,0.0,original,96000,CARBOAIR 30/50
NI,CARBO AIR 30/50,Manuf.,2026-07,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Manuf.,2026-08,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Manuf.,2026-09,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Manuf.,2026-10,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Manuf.,2026-11,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Manuf.,2026-12,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Materials,2026-01,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Materials,2026-02,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Materials,2026-03,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Materials,2026-04,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Materials,2026-05,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Materials,2026-06,0.0,0.0,0.0,original,96000,CARBOAIR 30/50
NI,CARBO AIR 30/50,Materials,2026-07,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Materials,2026-08,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Materials,2026-09,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Materials,2026-10,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Materials,2026-11,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Materials,2026-12,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Other,2026-01,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Other,2026-02,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Other,2026-03,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Other,2026-04,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Other,2026-05,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Other,2026-06,0.0,0.0,0.0,original,96000,CARBOAIR 30/50
NI,CARBO AIR 30/50,Other,2026-07,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Other,2026-08,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Other,2026-09,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Other,2026-10,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Other,2026-11,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Other,2026-12,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Production Labor,2026-01,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Production Labor,2026-02,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Production Labor,2026-03,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Production Labor,2026-04,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Production Labor,2026-05,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Production Labor,2026-06,0.0,0.0,0.0,original,96000,CARBOAIR 30/50
NI,CARBO AIR 30/50,Production Labor,2026-07,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Production Labor,2026-08,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Production Labor,2026-09,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Production Labor,2026-10,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Production Labor,2026-11,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Production Labor,2026-12,0.0,0.0,,original,,
NI,CARBO AIR 30/50,R&M,2026-01,0.0,0.0,,original,,
NI,CARBO AIR 30/50,R&M,2026-02,0.0,0.0,,original,,
NI,CARBO AIR 30/50,R&M,2026-03,0.0,0.0,,original,,
NI,CARBO AIR 30/50,R&M,2026-04,0.0,0.0,,original,,
NI,CARBO AIR 30/50,R&M,2026-05,0.0,0.0,,original,,
NI,CARBO AIR 30/50,R&M,2026-06,0.0,0.0,0.0,original,96000,CARBOAIR 30/50
NI,CARBO AIR 30/50,R&M,2026-07,0.0,0.0,,original,,
NI,CARBO AIR 30/50,R&M,2026-08,0.0,0.0,,original,,
NI,CARBO AIR 30/50,R&M,2026-09,0.0,0.0,,original,,
NI,CARBO AIR 30/50,R&M,2026-10,0.0,0.0,,original,,
NI,CARBO AIR 30/50,R&M,2026-11,0.0,0.0,,original,,
NI,CARBO AIR 30/50,R&M,2026-12,0.0,0.0,,original,,
NI,CARBO AIR 30/50,R&M Labor,2026-01,0.0,0.0,,original,,
NI,CARBO AIR 30/50,R&M Labor,2026-02,0.0,0.0,,original,,
NI,CARBO AIR 30/50,R&M Labor,2026-03,0.0,0.0,,original,,
NI,CARBO AIR 30/50,R&M Labor,2026-04,0.0,0.0,,original,,
NI,CARBO AIR 30/50,R&M Labor,2026-05,0.0,0.0,,original,,
NI,CARBO AIR 30/50,R&M Labor,2026-06,0.0,0.0,0.0,original,96000,CARBOAIR 30/50
NI,CARBO AIR 30/50,R&M Labor,2026-07,0.0,0.0,,original,,
NI,CARBO AIR 30/50,R&M Labor,2026-08,0.0,0.0,,original,,
NI,CARBO AIR 30/50,R&M Labor,2026-09,0.0,0.0,,original,,
NI,CARBO AIR 30/50,R&M Labor,2026-10,0.0,0.0,,original,,
NI,CARBO AIR 30/50,R&M Labor,2026-11,0.0,0.0,,original,,
NI,CARBO AIR 30/50,R&M Labor,2026-12,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Supervision,2026-01,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Supervision,2026-02,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Supervision,2026-03,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Supervision,2026-04,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Supervision,2026-05,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Supervision,2026-06,0.0,0.0,0.0,original,96000,CARBOAIR 30/50
NI,CARBO AIR 30/50,Supervision,2026-07,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Supervision,2026-09,0.0,0.0,,original,,
NI,CARBO AIR 30/50,Supervision,2026-10,0.0,0.0,,original,,
MCI,CARBO HSP  6/12 WIP,Depreciation,2025-11,0.01,0.0,,carry_back_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Depreciation,2025-12,0.01,100.0,,original,,
MCI,CARBO HSP  6/12 WIP,Depreciation,2026-01,0.01,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Depreciation,2026-02,0.01,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Depreciation,2026-03,0.01,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Depreciation,2026-04,0.01,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Depreciation,2026-05,0.01,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Depreciation,2026-06,0.01,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Depreciation,2026-07,0.01,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Depreciation,2026-08,0.01,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Depreciation,2026-09,0.01,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Depreciation,2026-10,0.01,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Depreciation,2026-11,0.01,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Depreciation,2026-12,0.01,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Electricity,2025-11,0.039,0.0,,carry_back_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Electricity,2025-12,0.039,100.0,,original,,
MCI,CARBO HSP  6/12 WIP,Electricity,2026-01,0.039,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Electricity,2026-02,0.039,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Electricity,2026-03,0.039,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Electricity,2026-04,0.039,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Electricity,2026-05,0.039,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Electricity,2026-06,0.039,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Electricity,2026-07,0.039,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Electricity,2026-08,0.039,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Electricity,2026-09,0.039,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Electricity,2026-10,0.039,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Electricity,2026-11,0.039,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Electricity,2026-12,0.039,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Gas,2025-11,0.064,0.0,,carry_back_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Gas,2025-12,0.064,100.0,,original,,
MCI,CARBO HSP  6/12 WIP,Gas,2026-01,0.064,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Gas,2026-02,0.064,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Gas,2026-03,0.064,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Gas,2026-04,0.064,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Gas,2026-05,0.064,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Gas,2026-06,0.064,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Gas,2026-07,0.064,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Gas,2026-08,0.064,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Gas,2026-09,0.064,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Gas,2026-10,0.064,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Gas,2026-11,0.064,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Gas,2026-12,0.064,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Indirect Labor,2025-11,0.078,0.0,,carry_back_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Indirect Labor,2025-12,0.078,100.0,,original,,
MCI,CARBO HSP  6/12 WIP,Indirect Labor,2026-01,0.078,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Indirect Labor,2026-02,0.078,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Indirect Labor,2026-03,0.078,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Indirect Labor,2026-04,0.078,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Indirect Labor,2026-05,0.078,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Indirect Labor,2026-06,0.078,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Indirect Labor,2026-07,0.078,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Indirect Labor,2026-08,0.078,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Indirect Labor,2026-09,0.078,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Indirect Labor,2026-10,0.078,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Indirect Labor,2026-11,0.078,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Indirect Labor,2026-12,0.078,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Insurance & Taxes,2025-11,0.008,0.0,,carry_back_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Insurance & Taxes,2025-12,0.008,100.0,,original,,
MCI,CARBO HSP  6/12 WIP,Insurance & Taxes,2026-01,0.008,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Insurance & Taxes,2026-02,0.008,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Insurance & Taxes,2026-03,0.008,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Insurance & Taxes,2026-04,0.008,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Insurance & Taxes,2026-05,0.008,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Insurance & Taxes,2026-06,0.008,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Insurance & Taxes,2026-07,0.008,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Insurance & Taxes,2026-08,0.008,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Insurance & Taxes,2026-09,0.008,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Insurance & Taxes,2026-10,0.008,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Insurance & Taxes,2026-11,0.008,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Insurance & Taxes,2026-12,0.008,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Manufacturing,2025-11,0.003,0.0,,carry_back_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Manufacturing,2025-12,0.003,100.0,,original,,
MCI,CARBO HSP  6/12 WIP,Manufacturing,2026-01,0.003,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Manufacturing,2026-02,0.003,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Manufacturing,2026-03,0.003,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Manufacturing,2026-04,0.003,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Manufacturing,2026-05,0.003,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Manufacturing,2026-06,0.003,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Manufacturing,2026-07,0.003,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Manufacturing,2026-08,0.003,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Manufacturing,2026-09,0.003,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Manufacturing,2026-10,0.003,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Manufacturing,2026-11,0.003,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Manufacturing,2026-12,0.003,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Materials,2025-11,0.109,0.0,,carry_back_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Materials,2025-12,0.109,100.0,,original,,
MCI,CARBO HSP  6/12 WIP,Materials,2026-01,0.109,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Materials,2026-02,0.109,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Materials,2026-03,0.109,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Materials,2026-04,0.109,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Materials,2026-05,0.109,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Materials,2026-06,0.109,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Materials,2026-07,0.109,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Materials,2026-08,0.109,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Materials,2026-09,0.109,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Materials,2026-10,0.109,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Materials,2026-11,0.109,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Materials,2026-12,0.109,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Other,2025-11,0.011,0.0,,carry_back_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Other,2025-12,0.011,100.0,,original,,
MCI,CARBO HSP  6/12 WIP,Other,2026-01,0.011,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Other,2026-02,0.011,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Other,2026-03,0.011,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Other,2026-04,0.011,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Other,2026-05,0.011,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Other,2026-06,0.011,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Other,2026-07,0.011,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Other,2026-08,0.011,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Other,2026-09,0.011,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Other,2026-10,0.011,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Other,2026-11,0.011,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Other,2026-12,0.011,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Production Labor,2025-11,0.189,0.0,,carry_back_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Production Labor,2025-12,0.189,100.0,,original,,
MCI,CARBO HSP  6/12 WIP,Production Labor,2026-01,0.189,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Production Labor,2026-02,0.189,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Production Labor,2026-03,0.189,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Production Labor,2026-04,0.189,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Production Labor,2026-05,0.189,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Production Labor,2026-06,0.189,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Production Labor,2026-07,0.189,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Production Labor,2026-08,0.189,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Production Labor,2026-09,0.189,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Production Labor,2026-10,0.189,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Production Labor,2026-11,0.189,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Production Labor,2026-12,0.189,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,R&M,2025-11,0.035,0.0,,carry_back_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,R&M,2025-12,0.035,100.0,,original,,
MCI,CARBO HSP  6/12 WIP,R&M,2026-01,0.035,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,R&M,2026-02,0.035,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,R&M,2026-03,0.035,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,R&M,2026-04,0.035,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,R&M,2026-05,0.035,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,R&M,2026-06,0.035,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,R&M,2026-07,0.035,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,R&M,2026-08,0.035,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,R&M,2026-09,0.035,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,R&M,2026-10,0.035,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,R&M,2026-11,0.035,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,R&M,2026-12,0.035,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,R&M Labor,2025-11,0.068,0.0,,carry_back_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,R&M Labor,2025-12,0.068,100.0,,original,,
MCI,CARBO HSP  6/12 WIP,R&M Labor,2026-01,0.068,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,R&M Labor,2026-02,0.068,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,R&M Labor,2026-03,0.068,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,R&M Labor,2026-04,0.068,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,R&M Labor,2026-05,0.068,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,R&M Labor,2026-06,0.068,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,R&M Labor,2026-07,0.068,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,R&M Labor,2026-08,0.068,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,R&M Labor,2026-09,0.068,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,R&M Labor,2026-10,0.068,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,R&M Labor,2026-11,0.068,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,R&M Labor,2026-12,0.068,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Supervision,2025-11,0.004,0.0,,carry_back_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Supervision,2025-12,0.004,100.0,,original,,
MCI,CARBO HSP  6/12 WIP,Supervision,2026-01,0.004,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Supervision,2026-02,0.004,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Supervision,2026-03,0.004,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Supervision,2026-04,0.004,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Supervision,2026-05,0.004,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Supervision,2026-06,0.004,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Supervision,2026-07,0.004,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Supervision,2026-08,0.004,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Supervision,2026-09,0.004,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Supervision,2026-10,0.004,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Supervision,2026-11,0.004,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP  6/12 WIP,Supervision,2026-12,0.004,0.0,,carry_forward_all_zero_period,,
MCI,CARBO HSP 16/30,Depreciation,2025-11,0.0,0.0,,original,,
MCI,CARBO HSP 16/30,Depreciation,2025-12,0.0,0.0,,original,,
MCI,CARBO HSP 16/30,Depreciation,2026-01,0.0,0.0,,original,,
MCI,CARBO HSP 16/30,Depreciation,2026-02,0.0,0.0,,original,,
MCI,CARBO HSP 16/30,Depreciation,2026-03,0.0,0.0,,original,,
MCI,CARBO HSP 16/30,Depreciation,2026-04,0.0,0.0,,original,,
MCI,CARBO HSP 16/30,Depreciation,2026-05,0.0,0.0,0.0,original,179200,CARBOBOND CP 16/30
MCI,CARBO HSP 16/30,Depreciation,2026-06,0.0,0.0,,original,,
MCI,CARBO HSP 16/30,Depreciation,2026-07,0.0,0.0,,original,,
MCI,CARBO HSP 16/30,Depreciation,2026-08,0.0,0.0,,original,,
MCI,CARBO HSP 16/30,Depreciation,2026-09,0.0,0.0,,original,,
MCI,CARBO HSP 16/30,Depreciation,2026-10,0.0,0.0,,original,,
MCI,CARBO HSP 16/30,Depreciation,2026-11,0.0,0.0,,original,,
MCI,CARBO HSP 16/30,Depreciation,2026-12,0.0,0.0,,original,,
MCI,CARBO HSP 16/30,Electricity,2025-11,0.0,0.0,,original,,
MCI,CARBO HSP 16/30,Electricity,2025-12,0.0,0.0,,original,,
MCI,CARBO HSP 16/30,Electricity,2026-01,0.0,0.0,,original,,
MCI,CARBO HSP 16/30,Electricity,2026-02,0.0,0.0,,original,,
MCI,CARBO HSP 16/30,Electricity,2026-03,0.0,0.0,,original,,
MCI,CARBO HSP 16/30,Electricity,2026-04,0.0,0.0,,original,,
MCI,CARBO HSP 16/30,Electricity,2026-05,0.0,0.0,0.0,original,179200,CARBOBOND CP 16/30
MCI,CARBO HSP 16/30,Electricity,2026-06,0.0,0.0,,original,,
MCI,CARBO HSP 16/30,Electricity,2026-07,0.0,0.0,,original,,
MCI,CARBO HSP 16/30,Electricity,2026-08,0.0,0.0,,original,,
MCI,CARBO HSP 16/30,Electricity,2026-09,0.0,0.0,,original,,
MCI,CARBO HSP 16/30,Electricity,2026-10,0.0,0.0,,original,,
MCI,CARBO HSP 16/30,Electricity,2026-11,0.0,0.0,,original,,
MCI,CARBO HSP 16/30,Electricity,2026-12,0.0,0.0,,original,,
MCI,CARBO HSP 16/30,Gas,2025-11,0.0,0.0,,original,,
MCI,CARBO HSP 16/30,Gas,2025-12,0.0,0.0,,original,,
MCI,CARBO HSP 16/30,Gas,2026-01,0.0,0.0,,original,,
MCI,CARBO HSP 16/30,Gas,2026-02,0.0,0.0,,original,,
MCI,CARBO HSP 16/30,Gas,2026-03,0.0,0.0,,original,,
MCI,CARBO HSP 16/30,Gas,2026-04,0.0,0.0,,original,,
MCI,CARBO HSP 16/30,Gas,2026-05,0.0,0.0,0.0,original,179200,CARBOBOND CP 16/30
MCI,CARBO HSP 16/30,Gas,2026-06,0.0,0.0,,original,,
MCI,CARBO HSP 16/30,Gas,2026-07,0.0,0.0,,original,,
MCI,CARBO HSP 16/30,Gas,2026-08,0.0,0.0,,original,,
MCI,CARBO HSP 16/30,Gas,2026-09,0.0,0.0,,original,,
MCI,CARBO HSP 16/30,Gas,2026-10,0.0,0.0,,original,,
